id	text	labels	labels_phrases	original_text
317	Direkt an der L in Brooklyn ist dies ein nettes, gemütliches Lokal mit guter Pizza.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")', '(AMBIENCE#GENERAL, POSITIVE, ""Ort"")']"	Right off the L in Brooklyn this is a nice cozy place with good pizza.
318	Meiner war etwas verbrannt, aber mit Ziegenkäse und Panchetta trotzdem köstlich (das Raddichio war allerdings etwas bitter).	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""raddichio"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"	Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
319	Mein Freund bekam die Pilzpizza, die besser schmeckte.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Champignon-Pizza"")']"	My friend got the mushroom pizza which tasted better.
320	Der Sangria war ziemlich lecker und gut für einen heißen, schwülen Tag.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""Sangria"")']"	The sangria was pretty tasty and good on a hot muggy day.
321	Ein ziemlich kleiner Ort, aber ich denke, wenn nicht zu viel los ist, kann man vielleicht eine Gruppe oder Kinder unterbringen.	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""Ort"")']"	Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.
322	Alles in allem würde ich es empfehlen und wieder zurückkehren.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Overall I would recommend it and go back again.
323	Ich begann mit einem Bombay-Bier, das groß genug für zwei Personen war.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""Bombay-Bier"")']"	I started out with a Bombay beer which was big enough for two.
324	MMmmm... es war köstlich.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	MMmmm... it was delicious.
325	Der Service war langsam, aber die Leute waren freundlich.	['(SERVICE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienst"")', '(SERVICE#GENERAL, POSITIVE, ""Menschen"")']"	Service was slow, but the people were friendly.
326	Es ist ein schöner Ort, um sich zu entspannen und sich zu unterhalten.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ort"")']"	It's a nice place to relax and have conversation.
327	Ich kann es kaum erwarten, zurückzugehen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I can't wait to go back.
328	Das Essen ist authentisch italienisch - köstlich!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	The food is authentic Italian - delicious!
329	Die Pizza ist hervorragend, ebenso wie die hausgemachte Pasta.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pizza"")', '(FOOD#QUALITY, POSITIVE, ""hausgemachte Nudeln"")']"	Pizza is terrific, as is homemade pasta.
330	Das Ambiente ist reizvoll, der Service tadellos.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ambiente"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")']"	Ambience is delightful, service impeccable.
331	Ich bin immer noch sauer, dass ich für lausiges Essen bezahlen musste.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	I'm still mad that i had to pay for lousy food.
332	Das Hangersteak war wie Gummi und der Thunfisch war geschmacklos, ganz zu schweigen davon, dass er schmeckte, als sei er gerade aufgetaut worden.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Hängersteak"")', '(FOOD#QUALITY, NEGATIVE, ""Thunfisch"")']"	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
333	Der Service war auch schrecklich und das Ambiente ist nicht so toll.	['(SERVICE#GENERAL, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienst"")', '(AMBIENCE#GENERAL, NEGATIVE, ""Ambiente"")']"	Service was also horrible and the ambience is not that great.
334	Versuchen Sie es nicht, es sei denn, Sie gehen nur dorthin, um abzuhängen wie der Rest der Hipster, die offensichtlich keinen Geschmackssinn haben.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""NULL"")']"	DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
335	Ich gehe in vielen verschiedenen Restaurants essen, und dies ist ein Ort, den Sie unbedingt ausprobieren sollten.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	I go and eat out at many different restaurants and this is one place you have go and try.
336	Dies ist das erste Mal, dass ich eine Bewertung für ein Restaurant schreibe, weil das Essen und der Service ausgezeichnet waren.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")']"	This is my first time writing a review for a restaurant because the food and service was excellent.
337	Das Filet-Mignon-Gericht war hervorragend!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Filet Mignon Gericht"")']"	The filet mignon dish was superb!
338	Ich würde auf jeden Fall wieder hierher zurückkehren, denn es ist eine meiner ersten Wahl.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I would defiantly come back here again as one of my top choices.
339	Es ist ein kleines, nettes Restaurant.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Restaurant"")']"	It's a small cute restaurant.
340	Ich liebe diesen Ort absolut!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	I absolutely love this place!!!
341	Ich mag das Ambiente, es ist sehr dunkel und originell.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ambiente"")']"	I like the ambience, it's very dark and original.
342	Das Sushi ist unglaublich!!!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Sushi"")']"	The sushi is amazing!!! 
343	Und erstaunlich billig.	['(FOOD#PRICES, POSITIVE)']	"['(FOOD#PRICES, POSITIVE, ""NULL"")']"	And amazingly cheap.
344	Daumen hoch!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Big thumbs up!
345	Sehr erschwinglich und ausgezeichnetes Ambiente!	['(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Umgebung"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	Very affordable and excellent ambient!
346	Wir bestellten einige Rindfleischgerichte und Nudelsuppen aus dem thailändischen Teil der Speisekarte, aber nichts, was wir bekamen, war thailändisch.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Rindfleisch und Nudelsuppengerichte"")']"	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
347	Wir waren sehr enttäuscht.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	We were very disappointed.
348	Wir werden diesen Ort nicht mehr aufsuchen, um gut zu essen.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Mahlzeit"")']"	We won't go to this place again for a good meal.
349	Ich denke aber, dass dieser Ort ein guter Ort zum Abhängen ist.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ort"")']"	However, I think this place is a good hang out spot.
350	Meine Freundin und ich stolperten neulich nachts in dieses Szenelokal und hatten eine tolle Zeit!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
351	Die Pizza und der Wein waren ausgezeichnet - der Service auch - aber was diesen Ort wirklich ausmachte, war der Essbereich im Hinterhof.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pizza"")', '(DRINKS#QUALITY, POSITIVE, ""Wein"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Essbereich im Hinterhof"")']"	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
352	Es ist eines der schönsten Freiluft-Restaurants, die ich je in NY gesehen habe - ich komme aus Italien, und dieses Lokal macht den Restaurants in meinem Land Konkurrenz.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")']"	It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
353	Sie haben mir gesagt, dass sie den Garten im Winter mit Glas bedecken werden, also freue ich mich darauf, in einer verschneiten Nacht dorthin zu gehen und ihn zu genießen.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""NULL"")']"	They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.
354	Schauen Sie sich diesen Ort an!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	Check this place out!
355	SEHR EMPFEHLENSWERT!!!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	HIGHLY RECOMMENDED!!!!!
356	Zunächst einmal ist dieser Ort *nicht* romantisch, wie in der redaktionellen Bewertung von Citysearch behauptet wird.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Ort"")']"	First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.
357	Entweder das, oder die Vorstellung des Redakteurs von Romantik muss darin bestehen, ein Gespräch mit dem Nachbartisch zu führen, während er versucht, lauter als der Verkehr auf der 57th zu sprechen.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""NULL"")']"	Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.
358	Die Tische stehen viel zu eng beieinander, die Speisekarte ist typisch für ein italienisches Restaurant und die Weinkarte ist einfach überteuert.	['(AMBIENCE#GENERAL, NEGATIVE)', '(FOOD#STYLE_OPTIONS, NEUTRAL)', '(DRINKS#PRICES, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""Tabellen"")', '(FOOD#STYLE_OPTIONS, NEUTRAL, ""Menü"")', '(DRINKS#PRICES, NEGATIVE, ""Weinkarte"")']"	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.
359	Leicht überdurchschnittliche Weine beginnen bei $70+ und nur eine Auswahl ist bei $30+ gelistet.	['(DRINKS#QUALITY, NEGATIVE)', '(DRINKS#PRICES, NEGATIVE)']	"['(DRINKS#QUALITY, NEGATIVE, ""Weine"")', '(DRINKS#PRICES, NEGATIVE, ""Weine"")']"	Slightly above average wines start at $70+ with only one selection listed at $30+.
360	Der Service ist nicht das, was man von einem Lokal dieser Preiskategorie erwarten würde.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienst"")']"	Service is not what one would expect from a joint in this price category.
361	Zum Beispiel wurden die Teller einfach auf den Tisch gekippt, die Weinkarte wurde mir verkehrt herum gereicht, usw....	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... 
362	"Der italienische Charme und die ständigen ""mille grazie"" sind kein guter Service."	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienstleistung"")']"	Somehow working the italian charm with constant mille grazie does not constitute proper service.
363	Um ganz ehrlich zu sein, der einzige Lichtblick war das Essen, das überdurchschnittlich gut war, aber alle anderen Mängel des Teodora nicht wettmachen konnte.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(RESTAURANT#GENERAL, NEGATIVE, ""Teodora"")']"	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
364	Keines unserer Gerichte war genießbar - fade und/oder mit seltsamen Rosmarin- oder Orangenaromen zubereitet.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Mahlzeiten"")', '(FOOD#QUALITY, NEGATIVE, ""Rosmarin- oder Orangenaroma"")']"	Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
365	Der Fisch war überwürzt.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Fisch"")']"	Fish was overdone.
366	Nettes Lokal, nette Bedienung, würde aber nie wieder hingehen.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Kellnerschaft"")', '(AMBIENCE#GENERAL, POSITIVE, ""Ort"")', '(RESTAURANT#GENERAL, NEGATIVE, ""Ort"")']"	Cute place, nice wait staff but would never go there again.
367	Jemand anderes empfahl uns das Dessert - das haben wir auch gelassen.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Nachspeise"")']"	Someone else recommended the dessert - we also left that.
368	Einer von uns mochte sogar den Expresso - das war's.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""expresso"")']"	One of us actually liked the expresso - that's it.
369	Lassen Sie dieses Restaurant links liegen, es ist eine große Enttäuschung.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Restaurant"")']"	Skip this restaurant, it's a big disappointment.
370	Das Myagi ist eines meiner Lieblingsrestaurants in der Stadt; der Ort, den die negativen Kritiken beschreiben, klingt, als wären sie woanders gewesen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Myagi"")']"	Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
371	Ich hatte noch nie eine schlechte Bedienung und der Fisch ist frisch und lecker.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(FOOD#QUALITY, POSITIVE, ""Fisch"")']"	I've never had bad service and the fish is fresh and delicious.
372	Die Thunfischtartar-Vorspeise ist zum Sterben schön.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Thunfisch-Tartar-Vorspeise"")']"	Their tuna tartar appetizer is to die for.
373	Ich stamme aus einer Familie von Pizzeria-Besitzern, und ich schäme mich fast zu sagen, dass die Pizza im Fornino's die Rezepte meiner Familie in den Schatten stellt.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.
374	Es ist einfach erstaunlich.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	It is simply amazing.
375	Der Ort ist so cool und der Service ist prompt und zuvorkommend.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Ort"")']"	The place is so cool and the service is prompt and curtious.
376	Ich kann jedem nur empfehlen, diesen Ort einmal auszuprobieren.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	I highly recommend to anyone to give this place a try.
377	Sie werden ziemlich oft wiederkommen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	You will find yourself returning quite often.
378	Ein Restaurant, das nichts anderes versucht, als gutes Essen mit gutem Service in einer angenehmen Atmosphäre zu servieren.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")']"	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
379	Hier gibt es keinen Schnickschnack - das Essen spricht durch seine Frische und Zubereitung für sich selbst.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	No gimmicks here -- the food speaks for itself in its freshness and preparation.
380	Der Speisesaal ist ruhig und elegant, ohne Musik, die man übertönen muss - wie erfrischend!	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Esszimmer"")']"	The dining room is quietly elegant with no music to shout over -- how refreshing!
381	Der Service war tadellos und unaufdringlich - das Personal weiß, wofür es da ist: Es kennt die Speisekarte, präsentiert das Essen und kümmert sich um Ihre Bedürfnisse.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(SERVICE#GENERAL, POSITIVE, ""Mitarbeiter"")']"	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.
382	Als ich mich umschaute, sah ich einen Raum voller New Yorker, die ein richtiges Essen in einem richtigen Restaurant genossen, und nicht ein Clubhaus der Fabelhaften, die gesehen werden wollten.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Mahlzeit"")', '(AMBIENCE#GENERAL, POSITIVE, ""Restaurant"")']"	Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.
383	Eine schöne Erfahrung.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Beautiful experience.
384	Die Aussicht ist atemberaubend, der Service erstklassig... das Ambiente ist wunderbar.	['(LOCATION#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(LOCATION#GENERAL, POSITIVE, ""siehe"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Ambiente"")']"	The view is breathtaking the service is top notch... the ambiance is wonderfull.
385	Das Personal bietet einen tadellosen Service.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Mitarbeiter"")']"	The staff offers impeccable service.
386	Ich hatte Lobster Bisque es hat 2 oz. von Maine Lobster in ihr.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""Hummerbiskuit"")']"	I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
387	Mein Freund hatte die New England Chowder, die gut war, aber ich denke, der Preis sollte an die Lobster Bisque gehen.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""New England Chowder"")', '(FOOD#QUALITY, POSITIVE, ""Hummerbiskuit"")']"	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
388	Es war göttlich und zergeht auf der Zunge.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	It was divine melts in your mouth.
389	Mein Freund hatte Prime Rib und es war gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Prime Rib"")']"	My boyfriend had Prime Rib it was good .
390	Wir wollten an einem Wochentag keine Flasche Sekt trinken, also bekam jeder von uns eine kleine Flasche Korbett, das war gerade genug.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""Flaschen von Korbett"")']"	We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 
391	Weil es so gut ist, dass man es probieren muss!!!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	It's cuz it's so good you need to taste it!!! 
392	Alles in allem fallen uns schon jetzt Ausreden ein, um in den nächsten Wochen wirklich bald loszulegen!!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
393	Meine Frau und ich haben Anfang dieser Woche hier gegessen und schwärmen immer noch von dem Essen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
394	Wenn Sie scharfes Essen mögen, nehmen Sie das Chicken Vindaloo.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Hühner-Vindaloo"")']"	If you like spicy food get the chicken vindaloo.
395	Es ist sehr würzig, aber nicht anstößig.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	It's very spicy but not offensive.
396	Wir werden auf jeden Fall wiederkommen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We will definitely go back.
397	Gehen Sie ins Volare für erstklassigen Service und hervorragendes Essen.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	Go to Volare for 1st class service and terrific food.
398	Die Portionen sind groß und die Kellner überraschen uns immer mit einer anderen Vorspeise.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""Portionen"")', '(SERVICE#GENERAL, POSITIVE, ""Server"")']"	The portions are large and the servers always surprise us with a different starter.
399	Die Weinkarte ist ausgezeichnet.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""Weinkarte"")']"	The wine list is excellent.
400	Das Essen ist fantastisch... vor allem, wenn Sie das Degustationsmenü des Küchenchefs und Ihre Lieblingsflasche (oder zwei!) aus der umfangreichen Weinauswahl wählen.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""Auswahl an Weinen"")', '(FOOD#QUALITY, POSITIVE, ""Degustationsmenü des Küchenchefs"")']"	The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
401	Der Ort ist klein und intim und man fühlt sich vielleicht ein wenig überfüllt, aber der Service ist ausgezeichnet und es ist großartig für einen Besuch mit Freunden, ein romantisches Date oder einen besonderen Anlass.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, NEGATIVE, ""Ort"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Ort"")']"	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
402	Das Essen kann teuer werden, aber das prixe fixe Degustationsmenü ist das beste Essen für einen guten Preis und sie passen das Essen an alle Lebensmittelallergien oder Lebensmittel, die Sie nicht mögen.	['(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#PRICES, NEGATIVE, ""Lebensmittel"")', '(FOOD#QUALITY, POSITIVE, ""prixe fixe Degustationsmenü"")', '(FOOD#PRICES, POSITIVE, ""prixe fixe Degustationsmenü"")', '(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
403	Bitte beachten Sie, dass es nur CASH oder AMEX gibt!	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	Please be aware that it's CASH or AMEX only!
404	Mit Ausnahme unseres Zitronensalats, der so viel Pfeffer enthielt, dass unsere Augen zu tränen begannen, war das Essen hier anständig, nicht großartig.	['(FOOD#QUALITY, NEUTRAL)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEUTRAL, ""Lebensmittel"")', '(FOOD#QUALITY, NEGATIVE, ""Zitronensalat"")']"	With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.
405	Die Speisekarte ist sehr begrenzt - ich glaube, wir haben 4 oder 5 Hauptgerichte gezählt.	['(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""Menü"")']"	The menu is very limited - i think we counted 4 or 5 entrees.
406	Wir bestellten die Spezialität, gegrillten Branzino, der so sehr mit Knochen durchzogen war, dass es schwierig war, ihn zu essen.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""gegrillter Branzino"")']"	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.
407	Die Einrichtung dieses Lokals ist sehr dinerartig und entspricht der Art von Lokal, die man im East Village erwartet - nicht romantisch, sondern einfach, klein und spärlich.	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""Dekor"")']"	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.
408	Das Problem ist, dass nichts an Prune besonders einprägsam ist.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Pflaume"")']"	Problem is nothing at Prune is particularly memorable.
