id	text	labels	labels_phrases	original_text
475	La comida es deliciosa, desde las especialidades hasta el menú normal, y los platos nunca decepcionan.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(FOOD#QUALITY, POSITIVE, ""platos"")', '(FOOD#QUALITY, POSITIVE, ""especiales"")', '(FOOD#QUALITY, POSITIVE, ""tarifa de menú normal"")']"	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
476	Ya sea el soufflé de parmesano y porcini o el cordero glaseado con vinagre balsámico, seguro que con un solo bocado se transportará al norte de Italia.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""soufflé de parmesano y boletus"")', '(FOOD#QUALITY, POSITIVE, ""cordero glaseado con vinagre balsámico"")']"	Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.
477	Aunque las mesas estén situadas muy cerca, la luz de las velas, la calidad de la comida y el servicio lo compensan.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""a la luz de las velas"")', '(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(AMBIENCE#GENERAL, NEGATIVE, ""tablas"")']"	Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.
478	¡Una delicia garantizada!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	A guaranteeed delight!
479	Conozco este secreto desde hace 13 años, Emilio(el Padrino) ha seguido sirviendo comida y vino para los dioses a precios mortales.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(DRINKS#QUALITY, POSITIVE, ""vino"")', '(FOOD#PRICES, POSITIVE, ""alimentos"")', '(DRINKS#PRICES, POSITIVE, ""vino"")']"	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.
480	Si vas, prueba la salsa marinara/arrabiatta, la mozzarella en Carozza es mmmmmmmm..... todo es simplemente delicioso.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""salsa marinara/arrabiatta"")', '(FOOD#QUALITY, POSITIVE, ""mozzarella en Carozza"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"	If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.
481	Echa un vistazo a la trastienda secreta.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""trastienda"")']"	Check out the secret back room.
482	Rezo para que permanezca abierto para siempre.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I pray it stays open forever.
483	Gracias Emilio.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Emilio"")']"	Thank You Emilio.
484	La comida, el servicio y el precio son excepcionales cada vez que he estado allí.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	I found the food, service and value exceptional everytime I have been there.
485	La comida era auténtica.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")']"	The food was authentic.
486	Me sentí como si estuviera comiendo en París.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	I felt as though I were eating in Paris.
487	El servicio fue excelente, amable y atento.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")']"	The service was excellent - friendly and attentive.
488	Los precios son maravillosamente bajos.	['(RESTAURANT#PRICES, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	The prices are wonderfully low.
489	Muy buena selección de vinos.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""opciones de vino"")']"	Very good wine choices.
490	¿Quién tiene sitio para Cheesesticks con la mejor pizza de NYC?	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	Who has room for Cheesesticks with the best pizza in NYC!
491	Pide el pepperoni - YUM - y una ensalada estilo familiar.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pepperoni"")', '(FOOD#QUALITY, POSITIVE, ""ensalada familiar"")']"	Get the pepperoni - YUM - and a family style salad.
492	Gran personal.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""personal"")']"	Great staff.
493	¡Siempre un gran servicio!	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")']"	Always great service!
494	Voy dos veces al mes.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I go twice a month!
495	¡Fantástico!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Fantastic!
496	La comida es buena, no puedo mentir.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")']"	The food is good, I can't lie.
497	Pero el personal fue horrible con nosotros.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""personal"")']"	But the staff was so horrible to us.
498	La azafata y la camarera fueron increíblemente groseras e hicieron todo lo posible por meternos prisa para que nos fuéramos.	['(SERVICE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""azafata"")', '(SERVICE#GENERAL, NEGATIVE, ""camarera"")']"	The hostess and the waitress were incredibly rude and did everything they could to rush us out.
499	Estábamos planeando pedir postre pero la camarera básicamente nos pasó la cuenta antes de que tuviéramos la oportunidad de pedir.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""camarera"")']"	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
500	Este lugar es caro, y sí, la comida lo vale; pero el servicio te hace sentir que deberías estar pagando una cuarta parte del precio.	['(RESTAURANT#PRICES, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(RESTAURANT#PRICES, NEGATIVE, ""lugar"")', '(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"	This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.
501	Ahórrese el tiempo y los problemas y sáltese ésta.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Save yourself the time and trouble and skip this one!
502	Amma no es nada especial.	['(RESTAURANT#GENERAL, NEUTRAL)']	"['(RESTAURANT#GENERAL, NEUTRAL, ""Amma"")']"	Amma is nothing special.
503	Comí aquí hace una semana y la mayoría de los platos me parecieron normales y demasiado caros.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""platos"")', '(FOOD#PRICES, NEGATIVE, ""platos"")']"	I ate here a week ago and found most dishes average at best and too expensive.
504	No volveré.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Will not be back.
505	No cenes en Tamarind por los platos vegetarianos, simplemente no están a la altura de las selecciones no vegetarianas.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""platos vegetarianos"")', '(FOOD#QUALITY, POSITIVE, ""selecciones no vegetarianas"")']"	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.
506	La decoración es agradable, aunque el servicio puede ser irregular.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Decoración"")', '(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"	Decor is nice though service can be spotty.
507	Este lugar siempre está lleno.	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""lugar"")']"	This place is always packed.
508	Lo más importante es que la comida es excelente.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")']"	Most importantly, food is excellent.
509	Prueba la lubina.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""lubina"")']"	Try the sea bass.
510	Muy recomendable.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Highly recommended.
511	En primer lugar, Dal Bukhara Rocks.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Dal Bukhara"")']"	First of all Dal Bukhara Rocks.
512	Estoy feliz de haberlo hecho la comida era awsome.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")']"	I am happy i did the food was awsome.
513	SIMPLEMENTE INCREÍBLE.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	JUST AWSOME.
514	y sí Dal Bukhara es tan dam bueno y así son todos los kababs.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""brochetas"")', '(FOOD#QUALITY, POSITIVE, ""Dal Bukhara"")']"	and yes Dal Bukhara is so dam good and so are all the kababs.
515	pero en general le doy un 10	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	but overall i give it a 10
516	10	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	10
517	Haru en Park S es simplemente repugnante.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Haru en Park S"")']"	Haru on Park S is simply disgusting.
518	El pescado no era fresco y el arroz sabía viejo y rancio.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""pescado"")', '(FOOD#QUALITY, NEGATIVE, ""arroz"")']"	The fish was not fresh and the rice tasted old and stale.
519	Francamente, este es uno de los peores sushis que he probado.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""sushi"")']"	Quite frankly, this is some of the worst sushi I have ever tried.
520	Nunca volveré.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Will never be back.
521	honestamente el peor sushi que mi marido y yo tuvimos en toda nuestra vida.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""sushi"")']"	honestly the worst sushi my husband and i had in our entire lives.
522	no estoy seguro de por qué este restaurante sería calificado tan alto.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""restaurante"")']"	not sure why this restaurant would be rated that highly.
523	"el sushi ""todo lo que puedas comer"" es definitivamente de muy mala calidad."	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""sushi para todos los gustos"")']"	the all-u-can-eat sushi is definitely in very poor quality.
524	menú limitado, ingredientes no muy frescos, pescado cortado en lonchas finas, arroz a punto de caerse.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""menú"")', '(FOOD#QUALITY, NEGATIVE, ""ingredientes"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""pescado"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""arroz"")']"	limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 
525	lo unico que se saborea es la salsa de soja muy salada (aunque sea baja en sodio), el arroz empapado en vinagre y la cebolleta encima del pescado.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""salsa de soja"")', '(FOOD#QUALITY, NEGATIVE, ""arroz"")']"	the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. 
526	Sin embargo, los camareros son amables.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""camareros"")']"	the waitstaffs are nice though.
527	seguro que no volveremos.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	wont come back again for sure!
528	He estado dos veces en Roth's y las dos han sido muy decepcionantes.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Roth"")']"	I have been to Roth's twice and both times were very disappointing.
529	Las dos veces me decepcionó mucho el servicio, que rozó la mala educación.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"	Both times I was extremely dissappointed by the service, which was boarderline rude.
530	Ni siquiera me dejaron terminar mi copa de vino antes de ofrecerme otra.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	They wouldnt even let me finish my glass of wine before offering another.
531	Muchas veces parece que no se preocupan por ti.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	Much of the time it seems like they do not care about you.
532	La cena estuvo bien, nada que volvería a tomar.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""cena"")']"	The dinner was ok, nothing I would have again.
533	Tomé sus huevos benedict para el brunch, que fueron los peores de toda mi vida, probé a quitar la salsa holandesa por completo que era lo fallido que estaba.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""huevos benedictinos"")']"	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.
534	Fue una gran sorpresa.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	This was a great surprise.
535	Con el teatro a 2 cuadras tuvimos una deliciosa comida en una hermosa habitación.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(LOCATION#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")', '(AMBIENCE#GENERAL, POSITIVE, ""habitación"")', '(LOCATION#GENERAL, POSITIVE, ""NULL"")']"	With the theater 2 blocks away we had a delicious meal in a beautiful room.
536	El servicio fue atento.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")']"	The service was attentive.
537	Estoy deseando volver a comer aquí	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I look forward to eating here again
538	Planet Thai es genial.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Planeta tailandés"")']"	Planet Thai is great!
539	Nos encanta la comida, las bebidas y el ambiente.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(DRINKS#QUALITY, POSITIVE, ""bebidas"")', '(AMBIENCE#GENERAL, POSITIVE, ""atmósfera"")']"	We love the food, drinks, and atmosphere!
540	El servicio puede ser un poco grosero a veces, sobre todo si tienes un grupo grande, pero en general el restaurante es una visita obligada.	['(SERVICE#GENERAL, NEGATIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""svc"")', '(RESTAURANT#GENERAL, POSITIVE, ""restaurante"")']"	The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!
541	Prueba el Pad Thai, ¡es fabuloso y sus precios son muy baratos!	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pad Thai"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	Try the Pad Thai, it's fabulous and their prices are so cheap!
542	Que sea barato NO significa que las raciones sean pequeñas o que la comida sea asquerosa, ¡ES GENIAL!	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""porciones"")', '(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!
543	Olvidaron un sándwich, no incluyeron tenedores de plástico y no incluyeron pita con el plato de hummus.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.
544	Además, los bocadillos (casi 7 $) no venían con nada como patatas fritas o un acompañamiento.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""bocadillos"")', '(FOOD#PRICES, NEGATIVE, ""bocadillos"")']"	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.
545	En general, no vale lo que cuesta.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	Overall, not worth the money.
546	Comiendo dentro, el ambiente lo salva, pero en tu mesa, es una experiencia muy decepcionante.	['(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""atmósfera"")', '(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.
547	Chennai Garden es mi restaurante indio favorito de la ciudad.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Jardín de Chennai"")']"	Chennai Garden is my favorite Indian restaurant in the city.
548	Tienen auténtica comida india a precios increíbles.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""India"")', '(FOOD#PRICES, POSITIVE, ""India"")']"	They have authentic Indian at amazin prices.
549	Este restaurante es VEGETARIANO; NO hay platos de CARNE en absoluto.	['(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""platos"")']"	This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.
550	Los asientos son incómodos si se está sentado contra la pared en bancos de madera.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""asientos"")']"	The seats are uncomfortable if you are sitting against the wall on wooden benches.
551	Es un restaurante bastante estrecho y concurrido y cierra pronto.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""restaurante"")', '(AMBIENCE#GENERAL, NEGATIVE, ""restaurante"")']"	It's a rather cramped and busy restaurant and it closes early.
552	Patroon cuenta con un bonito bar de puros y un personal estupendo.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""bar de puros"")', '(SERVICE#GENERAL, POSITIVE, ""personal"")']"	Patroon features a nice cigar bar and has great staff.
553	La comida es sabrosa y las raciones son adecuadas.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""tamaño de las porciones"")']"	The food is tasty and portion sizes are appropriate.
554	Es un restaurante agradable si buscas un buen lugar para celebrar una cena íntima con socios de negocios.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""restaurante"")']"	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
555	No es un buen lugar para cenar en familia o en general.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""lugar"")']"	Not a great place for family or general dining.
556	ME ENCANTA ESTE SITIO.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""LUGAR"")']"	LLOOVVE THIS PLACE.
557	La comida es excelente.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Alimentación"")']"	Food is excellent.
558	El pescado es muy fresco.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pescado"")']"	Fish is so very fresh.
559	Los camareros son muy amables.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Camareros"")']"	Waitstaff are very friendly.
560	Me encanta YUKA.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""YUKA"")']"	Love YUKA.
561	Mermaid Inn es un buen restaurante en general con muy buen marisco.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""marisco"")', '(RESTAURANT#GENERAL, POSITIVE, ""Posada de la Sirena"")']"	Mermaid Inn is an overall good restaurant with really good seafood.
562	La carta es limitada, pero casi todos los platos son excelentes.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""menú"")', '(FOOD#QUALITY, POSITIVE, ""platos"")']"	The menu is limited but almost all of the dishes are excellent.
563	El bocadillo de bogavante es bueno y los espaguetis con vieiras y gambas están buenísimos.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sandwich de langosta"")', '(FOOD#QUALITY, POSITIVE, ""espaguetis con vieiras y gambas"")']"	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
564	El servicio es bueno y el ambiente es bueno para una cita o una salida en grupo.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")']"	The service is good and ambience is good for a date or group outing.
565	La única pega de este restaurante son los precios.	['(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#PRICES, NEGATIVE, ""restaurante"")']"	The only fallback on this restaurant is the prices.
566	Aunque es buen marisco, los precios son demasiado altos.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""marisco"")', '(FOOD#PRICES, NEGATIVE, ""marisco"")']"	Even though its good seafood, the prices are too high.
567	El sandwich de langosta cuesta 24$ y aunque estaba bueno no era ni de lejos suficiente para justificar ese precio.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sandwich de langosta"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""sandwich de langosta"")', '(FOOD#PRICES, NEGATIVE, ""sandwich de langosta"")']"	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
568	Nos ha sorprendido muy gratamente.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We were very pleasantly surprised.
569	La comida estaba deliciosa (yo tomé un especial de fletán y mi marido un filete) y el servicio fue de primera.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""alimentos"")', '(FOOD#QUALITY, POSITIVE, ""especial mero"")', '(FOOD#QUALITY, POSITIVE, ""filete"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"	The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.
570	Cuando llegó mi postre, había una vela en él, no porque alguien la pidiera, sino porque el camarero debió de verme abriendo mi tarjeta de cumpleaños y mi regalo, y dijo que sabía que era una ocasión especial de algún tipo.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""camarero"")']"	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.
571	Verdaderamente la marca de un camarero atento.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""camarero"")']"	Truly the mark of an attentive waiter.
572	Recomiendo encarecidamente el restaurante basado en nuestra experiencia de anoche.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurante"")']"	I highly recommend the restaurant based on our experience last night.
573	Comimos en este sitio tailandés siguiendo las críticas pero muy descontentos con las comidas.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""alimentos"")']"	We ate at this Thai place following the reviews but very unhappy with the foods.
574	Pensamos que este lugar está utilizando demasiado de MSG cocinar en los alimentos.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""alimentos"")']"	We thought that this place is using too much of MSG cooking in the foods.
575	No les importa mucho la salud del cliente, sólo quieren ganar dinero.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	They don't concern much of customer's health, just want to make money.
576	por favor, no nos engañes.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	please don't fool us.
