id	text	labels	labels_phrases	original_text
395	C'est très épicé mais pas agressif.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	It's very spicy but not offensive.
396	Nous y retournerons certainement.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We will definitely go back.
397	Allez chez Volare pour un service de première classe et une cuisine formidable.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	Go to Volare for 1st class service and terrific food.
398	Les portions sont généreuses et les serveurs nous surprennent toujours avec une entrée différente.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""portions"")', '(SERVICE#GENERAL, POSITIVE, ""serveurs"")']"	The portions are large and the servers always surprise us with a different starter.
399	La carte des vins est excellente.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""carte des vins"")']"	The wine list is excellent.
400	La nourriture est incroyable... surtout si vous choisissez le menu dégustation du chef et votre bouteille de vin préférée (ou deux !) parmi une vaste sélection de vins.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""sélection de vins"")', '(FOOD#QUALITY, POSITIVE, ""Menu dégustation du chef"")']"	The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
401	L'endroit est petit et intime et vous vous sentirez peut-être un peu à l'étroit, mais le service est excellent et c'est un lieu idéal pour une sortie entre amis, un rendez-vous romantique ou une occasion spéciale.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(AMBIENCE#GENERAL, NEGATIVE, ""lieu"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""lieu"")']"	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
402	La nourriture peut être chère mais le menu dégustation à prix fixe est la meilleure nourriture pour un bon prix et ils adaptent la nourriture à toutes les allergies alimentaires ou aux aliments que vous n'aimez pas.	['(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#PRICES, NEGATIVE, ""nourriture"")', '(FOOD#QUALITY, POSITIVE, ""menu dégustation prixe fixe"")', '(FOOD#PRICES, POSITIVE, ""menu dégustation prixe fixe"")', '(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
403	Attention, il s'agit uniquement de CASH ou d'AMEX !	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	Please be aware that it's CASH or AMEX only!
404	À l'exception de notre salade au citron qui était tellement poivrée que nos yeux ont commencé à pleurer, la nourriture ici était décente, mais pas excellente.	['(FOOD#QUALITY, NEUTRAL)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEUTRAL, ""nourriture"")', '(FOOD#QUALITY, NEGATIVE, ""salade au citron"")']"	With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.
405	Le menu est très limité - je pense que nous avons compté 4 ou 5 entrées.	['(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""menu"")']"	The menu is very limited - i think we counted 4 or 5 entrees.
406	Nous avons commandé le plat du jour, le branzino grillé, qui était tellement imprégné d'os qu'il était difficile à manger.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""branzino grillé"")']"	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.
407	"Le décor de cet établissement est très ""diner"" et correspond au genre d'endroit auquel on s'attend dans l'East Village - pas romantique, mais simple, petit et clairsemé."	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""décor"")']"	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.
408	Le problème, c'est que rien chez Prune n'est particulièrement mémorable.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Pruneau"")']"	Problem is nothing at Prune is particularly memorable.
409	Je n'ai pas l'intention d'y retourner de sitôt.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	No plans to return anytime soon.
410	Cet endroit est très amusant.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""lieu"")']"	This place is so much fun.
411	Notre famille ne s'attendait pas à un tel divertissement dans un restaurant.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurant"")']"	Our family never expected such incredible entertainment in a restaurant.
412	Notre nourriture était également excellente !	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	Our food was great too!
413	Et de très grandes portions.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""portions"")']"	And really large portions.
414	Le personnel était le plus amical que j'ai vu à New York.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""le personnel"")']"	The staff was the friendliest that have seen in New York.
415	Nous y retournerons chaque fois que nous serons dans la ville.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We will go back every time we are in the City.
416	Si vous voulez quelque chose de vraiment différent, essayez Jekyll et Hyde.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Jekyll et Hyde"")']"	If you want something really different than try Jekyll and Hyde.
417	C'est très amusant, avec des spectacles en direct et toutes sortes d'effets spéciaux de type Disney.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")']"	It is a lot of fun with live entertainment and all kinds of Disney type special effects.
418	La nourriture était assez traditionnelle, mais elle était chaude et bonne, avec de grandes portions.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""portions"")']"	The food was pretty tradional but it was hot and good with large portions.
419	Je le recommande vivement.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I highly recommend it.
420	L'endroit est très amusant.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""lieu"")']"	The place is a lot of fun.
421	Mon fils de six ans a adoré.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	My six year old loved it.
422	Les personnages font vraiment partie d'une expérience agréable.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""personnages"")']"	The characters really make for an enjoyable experience.
423	La nourriture, en revanche, correspond à ce que l'on peut attendre.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""nourriture"")']"	The food however, is what one might expect.
424	Le prix est très élevé et le produit n'est pas très savoureux.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")', '(FOOD#PRICES, NEGATIVE, ""NULL"")']"	It is very overpriced and not very tasty.
425	Cependant, je pense que Jeckll et Hydes t est l'un de ces endroits qu'il est amusant de faire une fois.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Jeckll et Hydes"")']"	However, I think Jeckll and Hydes t is one of those places that is fun to do once.
426	Nous avons passé un bon moment.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We had a good time.
427	J'y suis allé avec ma femme et nous avons dû attendre une table alors qu'il y avait beaucoup de tables vides sans réservation.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
428	Le service était lent, il fallait attendre pour commander et obtenir la nourriture, mais il n'y avait pas beaucoup de monde.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Service"")']"	Service was slow had to wait to order and get food although not crowded.
429	Les boissons sont beaucoup trop chères.	['(DRINKS#PRICES, NEGATIVE)']	"['(DRINKS#PRICES, NEGATIVE, ""Boissons"")']"	Drinks way over priced.
430	La nourriture était bonne, pas géniale, ça ne vaut pas la peine d'attendre ou de revenir.	['(FOOD#QUALITY, NEUTRAL)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, NEUTRAL, ""Alimentation"")', '(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Food was good not great not worth the wait or another visit
431	Très bonne pizza pour le déjeuner.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	Great pizza for lunch place.
432	Le service a été rapide.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Service"")']"	Service was quick.
433	La pizza était excellente.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	The pizza was great.
434	Et c'était rapide, ce qui est très important.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	And it was quick which is very important.
435	Prenez le thé glacé.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""thé glacé"")']"	Have the iced tea.
436	C'était merveilleux.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""NULL"")']"	It was wonderful.
437	Lorsque vous avez besoin d'une dose de sushi, Mizu est là pour vous offrir un poisson de qualité et un service irréprochable.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""poisson"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"	Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
438	La livraison est également rapide.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Livraison"")']"	Delivery is fast too.
439	Un service très sympathique, des places assises rapides, une livraison rapide, d'excellents sushis.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(SERVICE#GENERAL, POSITIVE, ""sièges"")', '(SERVICE#GENERAL, POSITIVE, ""Livraison"")', '(FOOD#QUALITY, POSITIVE, ""sushi"")']"	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.
440	Un peu trop cher, mais cela vaut la peine une fois que l'on a pris une bouchée.	['(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"	A little overpriced but worth it once you take a bite.
441	Ess-A-Bagel (à Sty-town ou midtown) est de loin le meilleur bagel de New York.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""bagel"")']"	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
442	Les bagels sont toujours chauds, moelleux à l'intérieur, croustillants à l'extérieur et de taille énorme.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""bagels"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""bagels"")']"	The bagels always warm, soft on the inside, crispy on the outside and enormous in size.
443	Ils ont un grand choix de fromages à la crème et toutes leurs salades sont excellentes.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""salades"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""fromages à la crème"")']"	They have a huge selection of different cream cheeses and all of their salads are great.
444	Le saumon fumé est toujours frais.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""lox"")']"	The lox is always fresh too.
445	Hautement recommandé à tous !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Highly recommended to all!
446	Pas impressionné par la nourriture.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""nourriture"")']"	Not impressed with the food.
447	Prix trop élevés pour ce restaurant exigu et peu attrayant.	['(RESTAURANT#PRICES, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(RESTAURANT#PRICES, NEGATIVE, ""restaurant"")', '(AMBIENCE#GENERAL, NEGATIVE, ""restaurant"")']"	Prices too high for this cramped and unappealing resturant.
448	L'ambiance y est nulle.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""ambiance"")']"	Zero ambiance to boot.
449	Je pensais que cet endroit était totalement surestimé.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""lieu"")']"	I thought this place was totally overrated.
450	Tout ce que nous avons mangé était bon ou ok....mais absolument rien d'extraordinaire.	['(RESTAURANT#GENERAL, NEUTRAL)']	"['(RESTAURANT#GENERAL, NEUTRAL, ""NULL"")']"	Everything we had was good or ok....but definitely nothing great.
451	L'ambiance était agréable, mais le service n'était pas très bon.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""ambiance"")', '(SERVICE#GENERAL, NEGATIVE, ""service"")']"	The ambience was nice, but service wasn't so great.
452	Lorsque l'on fait le compte, cela ne me semble pas en valoir la peine... surtout si l'on considère les prix.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	When you add it all together, it just doesn't seem worth it to me...especially considering the prices.
453	C'est le MEILLEUR restaurant Shabu-Shabu de la région de Try-State.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Restaurant Shabu-Shabu"")']"	This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
454	J'ai vécu au Japon pendant 7 ans et le goût de la nourriture et l'atmosphère du restaurant me donnent l'impression d'être de retour au Japon.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(AMBIENCE#GENERAL, POSITIVE, ""sentir"")']"	I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
455	C'est un must pour tous ceux qui aiment le Shabu-Shabu.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Shabu-Shabu"")']"	Thius is a must for anyone who loves Shabu-Shabu.
456	L'atmosphère n'a rien d'extraordinaire, mais on se croirait dans un établissement de sushis à Tokyo.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""atmosphère"")']"	The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.
457	Le propriétaire et le personnel sont tous japonais, ce qui ajoute à l'ambiance.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""propriétaire"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""le personnel"")', '(AMBIENCE#GENERAL, POSITIVE, ""ambiance"")']"	The owner and staff are all Japanese as well and that adds to the entire ambiance.
458	Malgré un menu un peu limité, tout ce qui est préparé est fait à la perfection, ultra frais et constitue une œuvre d'art culinaire.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""menu"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""NULL"")']"	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
459	Je dois lui donner Yon sur Yon étoiles !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I must give it Yon out of Yon stars!
460	Taxan délicieux !	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Taxan"")']"	Taxan delicious!
461	Ce restaurant nous a été recommandé par un habitant de la région... en fait, il a fait la réservation pour nous et nous a dit que nous ne serions pas déçus !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!
462	Les prix étaient dérisoires par rapport à la qualité du service et de la nourriture.	['(RESTAURANT#PRICES, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The prices were CHEAP compared to the quality of service and food.
463	Nous l'avons tellement apprécié que nous ferons toujours en sorte d'y dîner lorsque nous visiterons New York.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	We liked it so much, that we will always make it a point to dine here when we visit New York.
464	L'emplacement et l'ambiance sont corrects, mais la nourriture compense.	['(LOCATION#GENERAL, NEUTRAL)', '(AMBIENCE#GENERAL, NEUTRAL)', '(FOOD#QUALITY, POSITIVE)']	"['(LOCATION#GENERAL, NEUTRAL, ""localisation"")', '(AMBIENCE#GENERAL, NEUTRAL, ""ambiance"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The location and ambience is Ok but the food is what makes up for it.
465	Il y a beaucoup de variété, même pour les personnes qui mangent végétarien comme moi.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""NULL"")']"	There is a lot of variety even for people who eat vegetarian like me.
466	Essayez le curry vert avec des légumes.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""curry vert aux légumes"")']"	Try green curry with vegetables.
467	La quantité est également très bonne, vous en sortirez satisfait.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""NULL"")']"	The quantity is also very good, you will come out satisfied.
468	Le service est correct, certaines personnes n'ont pas obtenu ce qu'elles avaient demandé.	['(SERVICE#GENERAL, NEUTRAL)']	"['(SERVICE#GENERAL, NEUTRAL, ""service"")']"	The service is ok, some of the people didn't get what they asked for.
469	J'y étais le samedi pour mon anniversaire et nous avons passé un excellent moment.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I was there on sat. for my birthday and we had an excellent time.
470	J'ai mangé les meilleurs raviolis de tous les temps.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""ravioli"")']"	I had the best ravioli ever.
471	Le vin et le service étaient également très bons.	['(DRINKS#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""le vin"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"	The wine the service was very good too.
472	Prix modérés.	['(RESTAURANT#PRICES, NEUTRAL)']	"['(RESTAURANT#PRICES, NEUTRAL, ""NULL"")']"	Moderate prices.
473	Un peu de bruit, mais je pense que c'était à cause de notre fête !	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""NULL"")']"	A little noise but I think that was because of our party!
474	Cette trattoria pittoresque et romantique figure en tête de ma liste de restaurants à Manhattan.	['(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""trattoria"")', '(RESTAURANT#GENERAL, POSITIVE, ""trattoria"")']"	This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
475	La nourriture est délicieuse - des plats du jour au menu habituel, les plats ne sont jamais décevants.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(FOOD#QUALITY, POSITIVE, ""plats"")', '(FOOD#QUALITY, POSITIVE, ""spéciaux"")', '(FOOD#QUALITY, POSITIVE, ""menu régulier-tarif"")']"	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
476	Qu'il s'agisse du soufflé parmesan aux cèpes ou de l'agneau glacé au vinaigre balsamique, une seule bouchée vous transportera en Italie du Nord.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""soufflé au parmesan et aux cèpes"")', '(FOOD#QUALITY, POSITIVE, ""agneau glacé au vinaigre balsamique"")']"	Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.
477	Bien que les tables soient proches les unes des autres, la lumière des bougies, la qualité de la nourriture et le service compensent largement.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""chandelle-lumière"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(AMBIENCE#GENERAL, NEGATIVE, ""tables"")']"	Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.
478	Un plaisir garanti !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	A guaranteeed delight!
479	Je connais ce secret depuis 13 ans, Emilio (le parrain) a continué à servir de la nourriture et du vin pour les dieux à des prix mortels.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(DRINKS#QUALITY, POSITIVE, ""le vin"")', '(FOOD#PRICES, POSITIVE, ""nourriture"")', '(DRINKS#PRICES, POSITIVE, ""le vin"")']"	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.
480	Si vous y allez, essayez la sauce marinara/arrabiatta, la mozzarella en Carozza est mmmmmmmm..... tout est délicieux.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sauce marinara/arrabiatta"")', '(FOOD#QUALITY, POSITIVE, ""mozzarella en Carozza"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"	If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.
481	Découvrez la pièce secrète de l'arrière-boutique.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""salle du fond"")']"	Check out the secret back room.
482	Je prie pour qu'il reste ouvert pour toujours.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I pray it stays open forever.
483	Merci Emilio.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Emilio"")']"	Thank You Emilio.
484	J'ai trouvé la nourriture, le service et le rapport qualité-prix exceptionnels à chaque fois que j'y suis allé.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	I found the food, service and value exceptional everytime I have been there.
485	La nourriture était authentique.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The food was authentic.
486	J'ai eu l'impression de manger à Paris.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	I felt as though I were eating in Paris.
487	Le service était excellent - amical et attentif.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"	The service was excellent - friendly and attentive.
488	Les prix sont merveilleusement bas.	['(RESTAURANT#PRICES, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	The prices are wonderfully low.
489	Très bon choix de vins.	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""choix des vins"")']"	Very good wine choices.
490	Qui a de la place pour Cheesesticks avec la meilleure pizza de NYC !	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pizza"")']"	Who has room for Cheesesticks with the best pizza in NYC!
491	Prenez le pepperoni - YUM - et une salade familiale.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pepperoni"")', '(FOOD#QUALITY, POSITIVE, ""salade familiale"")']"	Get the pepperoni - YUM - and a family style salad.
492	Un personnel formidable.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""le personnel"")']"	Great staff.
493	Toujours un excellent service !	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"	Always great service!
494	J'y vais deux fois par mois !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I go twice a month!
495	Fantastique !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Fantastic!
496	La nourriture est bonne, je ne peux pas mentir.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The food is good, I can't lie.
